zinc_id,smiles
ZINC000027629511,O=C(CC[C@H](Oc1ccccc1F)c1ccccc1)C1CCN(c2ccc(F)cc2)CC1
ZINC000043194096,O=C1NCc2ccc(OCCCCN3CCN(c4cccc5cc(F)c(F)cc45)CC3)cc21
ZINC000056871297,CC(C)[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12
ZINC000058582351,C1=C(N2CCNCC2)c2nccn2Cc2ccccc21
ZINC000096270833,COc1ccccc1N1CCN(CCCCOc2ccc3c(C)cc(=O)oc3c2)CC1
ZINC000169322331,O=C1C[C@@H](CN2CCC(c3c[nH]c4cc(F)ccc34)CC2)Cc2nc(N3CCCC3)sc21
ZINC000169322333,O=C1C[C@H](CN2CCC(c3c[nH]c4cc(F)ccc34)CC2)Cc2nc(N3CCCC3)sc21
ZINC000169349770,O/N=C/c1cc2cc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)ccn2n1
ZINC000299838899,O=C(NCCCCN1CCN(c2ccc(F)cc2)CC1)c1cc2ccccc2cn1
ZINC000028889318,Cc1cc(F)ccc1/C=C/c1ccc(S(=O)(=O)c2ccccc2F)cn1
ZINC000036270440,N#Cc1ccccc1S(=O)(=O)N1CCC(CCc2ccc(F)cc2F)CC1
ZINC000114600541,O=S(=O)(NCCCCN1CCN(c2nsc3ccccc23)CC1)c1ccc2cc(Cl)ccc2c1
ZINC000114602570,O=S(=O)(NCCCCN1CCN(c2nsc3ccccc23)CC1)c1cnc2ccccn12
ZINC000169312212,C[C@@H]1Oc2ccccc2O[C@@H]1COCCCN1CCC(c2nc3ccccc3o2)CC1
ZINC000169312214,C[C@H]1Oc2ccccc2O[C@@H]1COCCCN1CCC(c2nc3ccccc3o2)CC1
ZINC000169312216,C[C@@H]1Oc2ccccc2O[C@H]1COCCCN1CCC(c2nc3ccccc3o2)CC1
ZINC000169312217,C[C@H]1Oc2ccccc2O[C@H]1COCCCN1CCC(c2nc3ccccc3o2)CC1
ZINC000013491360,C[C@H]1C[C@H](C)N1C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
ZINC000027431636,C[C@H]1C[C@H](C)N1C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@@H]2N(C)C1
ZINC000040862132,CCOC(=O)c1oc2c(c1C)C(=O)C[C@@H](CN1CCC(c3noc4cc(F)ccc34)CC1)C2
ZINC000040862134,CCOC(=O)c1oc2c(c1C)C(=O)C[C@H](CN1CCC(c3noc4cc(F)ccc34)CC1)C2
ZINC000040938869,NCCc1c2c(c(Br)c3c1OCCC3)OCC2
ZINC000045387915,O=S(=O)(c1cccc2cccnc12)N(CCCN1CCN(c2ccc(F)cc2)CC1)CC1CC1
ZINC000096270834,Cc1cc(=O)oc2cc(OCCCCN3CCC(c4noc5cc(F)ccc45)CC3)ccc12
ZINC000114599221,O=S(=O)(NCCCN1CCN(c2nsc3ccccc23)CC1)c1cccc2scnc12
ZINC000000011266,O=C(c1ccc(F)cc1)C1CCN(CCc2ccccc2)CC1
ZINC000000057322,C[C@H](N)Cc1c[nH]c2ccc(F)cc12
ZINC000000057323,C[C@@H](N)Cc1c[nH]c2ccc(F)cc12
ZINC000001893115,O=c1ccoc2cc(OCCCN3CCC(c4noc5cc(F)ccc45)CC3)ccc12
ZINC000036238008,CN1CCc2cc(Cl)c(O)cc2[C@H](c2cccc(Br)c2)C1
ZINC000036238010,CN1CCc2cc(Cl)c(O)cc2[C@@H](c2cccc(Br)c2)C1
ZINC000049045582,Cn1nccc1-c1cc(NC(=O)c2ccc(F)cc2F)ccc1OCCN1CCOCC1
ZINC000058568862,Cc1cc(C(=O)N2CCN(CC(=O)c3ccc(F)cc3)CC2)nn1C
ZINC000114600024,O=S(=O)(NCCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cccc2scnc12
ZINC000000017686,COc1nn(C[C@H](C)N)c2c1ccc1occc12
ZINC000013447977,CC[C@@H](C)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
ZINC000013525292,COc1cc(Br)c2c3c1[C@H](CN)CC[C@@H]3CO2
ZINC000013793962,CC(C)n1cc2c3c(cccc31)[C@H]1C[C@@H](COC(=O)C3CCC3)CN(C)[C@@H]1C2
ZINC000022925233,OCCN1CCN([C@@H]2Cn3cccc3Sc3ccc(Cl)cc32)CC1
ZINC000022925238,OCCN1CCN([C@H]2Cn3cccc3Sc3ccc(Cl)cc32)CC1
ZINC000026668142,COc1ccc(C[C@@H]2NCCc3c2[nH]c2c(C)c(C)ccc32)cc1OC
ZINC000026668147,COc1ccc(C[C@H]2NCCc3c2[nH]c2c(C)c(C)ccc32)cc1OC
ZINC000029126470,Fc1ccc(-c2nc(Cc3ccccc3)nc3c2CCCNC3)cc1
ZINC000072105213,Cc1nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccc2c(c1)OCCO2
ZINC000114599389,Cc1cccc(S(=O)(=O)NCCN2CCN(c3nsc4ccccc34)CC2)c1
ZINC000000004351,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1
ZINC000001489863,c1ccc(-c2[nH]c3ccccc3c2CCN2CCCC2)cc1
ZINC000001548097,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1
ZINC000005966229,CN1CCC(=C2c3ccccc3CCc3ccccc32)CC1
ZINC000013493007,Cn1ncnc1-c1ccc2c(c1)c(C1CCN(CCN3CCNC3=O)CC1)cn2-c1ccc(F)cc1
ZINC000013758589,CN(C)CCc1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12
ZINC000013793992,CC(C)n1cc2c3c(cccc31)[C@H]1C=C(COC(=O)C3CCCC3)CN(C)[C@@H]1C2
ZINC000013808407,CN1CCN(c2nc(-c3ccccc3)cc(-c3ccoc3)n2)CC1
ZINC000029126421,Fc1ccc(-c2nc(Cc3ccccc3)nc3c2CCNC3)cc1
ZINC000029128986,COc1c(OCCF)cccc1[C@@H](O)C1CCN(CCc2ccc(F)cc2)CC1
ZINC000064540112,O=C1NCc2cc(Cl)c(OCCCN3CCN(c4cccc5cccc(F)c45)CC3)cc21
ZINC000114600815,O=S(=O)(NCCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1ccc(F)c(Cl)c1
ZINC000000402830,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1
ZINC000001841010,COc1ccc(OC)c(C[C@@H](C)N)c1
ZINC000005734222,COc1cccc2[nH]cc(CCN)c12
ZINC000013493257,COc1ccccc1C(=O)CCCCCN1CCN(c2noc3ccccc23)CC1
ZINC000013585284,COc1cc([C@H](O)[C@@H](C)N)c(OC)cc1Br
ZINC000029124741,C[C@H](N)Cn1ncc2ccc(Cl)c(Cl)c21
ZINC000040836023,CNCc1ccc(Cl)cc1Oc1ccc(Cl)c(C)c1
ZINC000040845485,CNCc1ccc(Cl)cc1Oc1ccc(C)c(Cl)c1
ZINC000096270832,O=c1cc(-c2ccccc2)c2ccc(OCCCCN3CCC(c4noc5cc(F)ccc45)CC3)cc2o1
ZINC000096928809,COc1cccc(Nc2nc(N3CCN(C)CC3)nc3[nH]ncc23)c1
ZINC000114602963,O=S(=O)(NCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cccc2scnc12
ZINC000146793951,O=S(=O)(NCCCN1CCN(c2nsc3ccccc23)CC1)c1cccs1
ZINC000013473863,O=C(c1ccc([N+](=O)[O-])cc1)C1CCN(CCc2ccccc2)CC1
ZINC000013525299,COc1cc(Br)c2c3c1[C@H](CN)CC[C@H]3CO2
ZINC000013793986,CC(C)n1cc2c3c(cccc31)[C@H]1C=C(COC(=O)C3CCC3)CN(C)[C@@H]1C2
ZINC000022938069,CN1CCN([C@@H]2C[C@@H](c3ccc(F)cc3)c3cc(Cl)ccc32)CC1(C)C
ZINC000034800997,CN1CCN([C@@H]2C[C@H](c3ccc(F)cc3)c3cc(Cl)ccc32)CC1(C)C
ZINC000040938867,NCCc1c2c(c(Br)c3c1OCC3)OCCC2
ZINC000045369706,COc1ccc(S(=O)(=O)N(CCCN2CCN(c3ccccc3)CC2)CC2CCCCC2)cc1
ZINC000058504722,CN1CCN([C@H]2C[C@H](c3ccc(F)cc3)c3cc(Cl)ccc32)CC1(C)C
ZINC000058568638,Cc1cc(C(=O)N2CCN(CC(=O)c3ccc(F)cc3)CC2)nn1C(C)(C)C
ZINC000064548451,Cc1c(OCCCN2CCN(c3cccc4ccccc34)CC2)ccc2c1C(=O)NC2
ZINC000253645499,CN1CCN([C@H]2C[C@@H](c3ccc(F)cc3)c3cc(Cl)ccc32)CC1(C)C
ZINC000000001261,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1
ZINC000000057152,COc1ccc2[nH]cc(CCN(C)C)c2c1
ZINC000013473865,O=C(c1ccc(F)cc1)C1CCN(CCc2ccc(F)cc2)CC1
ZINC000013740924,O=C(c1ccccc1)C1CCN(CCc2ccccc2)CC1
ZINC000028889285,O=S(=O)(c1ccc(/C=C/c2ccc(F)cc2)nc1)c1cccc(F)c1
ZINC000064539398,O=C1NCc2ccc(OCCCCN3CCN(c4cccc5cc(F)ccc45)CC3)cc21
ZINC000114599223,O=S(=O)(NCCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cccs1
ZINC000114600444,O=S(=O)(NCCCN1CCN(c2nsc3ccccc23)CC1)c1cc2ccc(Cl)cc2s1
ZINC000114601352,O=S(=O)(NCCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cnc2ccccn12
ZINC000114602035,O=S(=O)(NCCCN1CCN(c2nsc3ccccc23)CC1)c1ccc(OC(F)(F)F)cc1
ZINC000022938076,CN1CCN([C@@H]2C[C@@H](c3ccc(F)cc3)c3cccc(F)c32)CC1(C)C
ZINC000028128684,CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CC[C@H](O)CCC3)CC1
ZINC000036237970,CN1CCN([C@@H]2C[C@H](c3ccc(F)cc3)c3cccc(F)c32)CC1(C)C
ZINC000059940986,CN1CCN([C@H]2C[C@H](c3ccc(F)cc3)c3cccc(F)c32)CC1(C)C
ZINC000072106486,Cc1nc(C(=O)NC[C@H](O)CN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccc2c(c1)OCCO2
ZINC000072106487,Cc1nc(C(=O)NC[C@@H](O)CN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccc2c(c1)OCCO2
ZINC000253643347,CN1CCN([C@H]2C[C@@H](c3ccc(F)cc3)c3cccc(F)c32)CC1(C)C
ZINC000001491494,Clc1c(Br)ccc2c1CCNCC2
ZINC000002018608,c1ccc2c3c([nH]c2c1)CCNCC3
ZINC000013536451,COc1cc(C[C@@H](C)N)c(OC)cc1CCCc1ccccc1
ZINC000013536453,COc1cc(C[C@H](C)N)c(OC)cc1CCCc1ccccc1
ZINC000013585288,COc1cc([C@H](O)[C@H](C)N)c(OC)cc1Br
ZINC000013737389,COc1ccc2[nH]cc(CCNCCCc3ccccc3)c2c1
ZINC000013740928,O=C(c1ccccc1)C1CCN(CCCCc2ccccc2)CC1
ZINC000013808363,CN1CCN(c2nccc(-c3ccoc3)n2)CC1
ZINC000013808405,CN1CCN(c2nc(-c3ccoc3)cc(-c3cccs3)n2)CC1
ZINC000028889323,N#Cc1cc(F)ccc1/C=C/c1ccc(S(=O)(=O)c2ccccc2F)cn1
ZINC000035984164,Cc1cccc(N2CCN(CCCCCCN3CCN(c4ccccc4)CC3)CC2)c1
ZINC000036270454,O=S(=O)(c1ccccc1F)N1CCC(CCc2ccc(F)cc2F)CC1
ZINC000038210083,Cc1cccc(N2CCN(CCCCCCN3CCN(c4ccccn4)CC3)CC2)c1
ZINC000038219545,O=C1N[C@H]2CNC[C@@H]2c2cccc(C(F)(F)F)c21
ZINC000040409372,O=C1c2ccccc2CCCN1CCCCN1CCN(c2cccc(Cl)c2Cl)CC1
ZINC000049033758,Cc1cccc(N2CCN(CCCCNC(=O)c3cc(-c4ccccc4)[nH]c3C)CC2)c1C
ZINC000053683151,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12
ZINC000064540109,O=C1NCc2ccc(OCCCCN3CCN(c4cccc5c4CCC5)CC3)cc21
ZINC000064540137,O=C1NCc2cc(F)c(OCCCCN3CCN(c4cccc5ccc(F)cc45)CC3)cc21
ZINC000095564934,CC(C)n1nc(C(=O)NCC2CCN(CCc3ccc(O)cc3)CC2)c2ccccc21
ZINC000114599371,O=S(=O)(NCCCN1CCN(c2nsc3ccccc23)CC1)c1ccc2ccccc2c1
ZINC000114601448,O=S(=O)(NCCCCN1CCN(c2noc3ccccc23)CC1)c1ccc(Cl)c(Cl)c1
ZINC000169322307,Cc1noc2c1C(=O)C[C@@H](CN1CCC(c3c[nH]c4cc(F)ccc34)CC1)C2
ZINC000169322309,Cc1noc2c1C(=O)C[C@H](CN1CCC(c3c[nH]c4cc(F)ccc34)CC1)C2
ZINC000170112546,Cc1ccc(N2CCN([C@@H]3CC[Si](c4ccccc4)(c4ccccc4)C3)CC2)cc1
ZINC000170112550,Cc1ccc(N2CCN([C@H]3CC[Si](c4ccccc4)(c4ccccc4)C3)CC2)cc1
ZINC000299824466,Cc1cccc(CNc2cc3c(cc2O)[C@@H](c2ccccc2)CN(C)CC3)c1
ZINC000299824472,Cc1cccc(CNc2cc3c(cc2O)[C@H](c2ccccc2)CN(C)CC3)c1
ZINC000013530543,COc1ccc(O[C@@H](CCN2CCN(c3nsc4ccccc34)CC2)c2ccccc2)cc1
ZINC000013530546,COc1ccc(O[C@H](CCN2CCN(c3nsc4ccccc34)CC2)c2ccccc2)cc1
ZINC000013650172,O=C1CC2(CCCC2)CC(=O)N1CC[C@H](O)CN1CCN(c2nsc3ccccc23)CC1
ZINC000013650173,O=C1CC2(CCCC2)CC(=O)N1CC[C@@H](O)CN1CCN(c2nsc3ccccc23)CC1
ZINC000013782230,N[C@@H]1C[C@@H]1c1c[nH]c2ccc(F)cc12
ZINC000013782231,N[C@H]1C[C@@H]1c1c[nH]c2ccc(F)cc12
ZINC000013782232,N[C@@H]1C[C@H]1c1c[nH]c2ccc(F)cc12
ZINC000013782233,N[C@H]1C[C@H]1c1c[nH]c2ccc(F)cc12
ZINC000013862738,F[C@@H]1CCNC[C@H]1c1c(-c2ccccc2)[nH]c2ccc(Cl)cc12
ZINC000072104740,COc1ccccc1-n1c(C)nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1C
ZINC000299836060,CN1CCc2cc(NCc3cccc(Cl)c3)c(O)cc2[C@@H](c2ccccc2)C1
ZINC000299836061,CN1CCc2cc(NCc3cccc(Cl)c3)c(O)cc2[C@H](c2ccccc2)C1
ZINC000013437056,Cc1ccc2c(c1)Cc1ccccc1N1O[C@H](CN(C)C)C[C@@H]21
ZINC000013437059,Cc1ccc2c(c1)Cc1ccccc1N1O[C@@H](CN(C)C)C[C@@H]21
ZINC000013437062,Cc1ccc2c(c1)Cc1ccccc1N1O[C@H](CN(C)C)C[C@H]21
ZINC000013437065,Cc1ccc2c(c1)Cc1ccccc1N1O[C@@H](CN(C)C)C[C@H]21
ZINC000013488012,Nc1ccccc1C(=O)CCCN1CC[C@@H]2[C@H](C1)c1cccc3c1N2CCCS3
ZINC000013862748,COC(=O)c1[nH]c2cc(F)ccc2c1[C@@H]1CNCC[C@H]1F
ZINC000028370740,c1ccc2c(N3CCN(CCc4ccc5[nH]nnc5c4)CC3)cccc2c1
ZINC000071316145,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4F)CC3)nc2N1
ZINC000002017838,CN1CCc2cc(Cl)c(O)cc2[C@@H](c2ccccc2)C1
ZINC000003965841,CN(C)C[C@H]1C[C@@H]2c3cc(F)ccc3Cc3ccc(F)cc3N2O1
ZINC000004631553,CN(C)C[C@@H]1C[C@H]2c3cc(F)ccc3Cc3ccc(F)cc3N2O1
ZINC000013437210,CN(C)C[C@H]1C[C@H]2c3cc(F)ccc3Cc3ccc(F)cc3N2O1
ZINC000013437214,CN(C)C[C@@H]1C[C@@H]2c3cc(F)ccc3Cc3ccc(F)cc3N2O1
ZINC000013794007,CN1CC(COC(=O)C2CCCCCC2)=C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21
ZINC000096929473,Cc1cc(=O)oc2cc(OCCCCN3CCC(c4noc5cc(F)ccc45)CC3)c(Cl)cc12
ZINC000000001148,CN(C)CC/C=C1/c2ccccc2COc2ccccc21
ZINC000000001331,CN(C)CC/C=C1\c2ccccc2COc2ccccc21
ZINC000004175569,Oc1nc2ccccc2n1CCCN1CCC(n2c(O)nc3cc(Cl)ccc32)CC1
ZINC000013488006,CCNC(=O)Nc1cc(F)ccc1C(=O)CCCN1CC[C@H]2[C@@H](C1)c1cccc3c1N2CCCS3
ZINC000013493011,Cn1nnnc1-c1ccc2c(c1)c(C1CCN(CCN3CCNC3=O)CC1)cn2-c1ccc(F)cc1
ZINC000013532241,CN1CCN(C2=Nc3cc(Cl)ccc3Oc3ccccc32)CC1
ZINC000013738219,C=C1c2ccccc2C=C(N2CCN(C)CC2)c2ccccc21
ZINC000029124689,CCc1nn(C[C@H](C)N)c2c1ccc1occc12
ZINC000029124786,C[C@H](N)Cn1ncc2cc(Cl)c(Cl)cc21
ZINC000029126503,CC[C@@H](C)c1nc2c(c(-c3ccc(F)cc3)n1)CNCC2
ZINC000029126504,CC[C@H](C)c1nc2c(c(-c3ccc(F)cc3)n1)CNCC2
ZINC000029126506,Fc1ccc(-c2nc(C3CCC3)nc3c2CNCC3)cc1
ZINC000029126728,COc1ccc(-c2nc(C3CCCC3)nc3c2CCNCC3)cc1
ZINC000038928649,NCCn1cc(S(=O)(=O)c2cccc(Cl)c2)c2cccnc21
ZINC000053213935,Clc1ccc(-n2cc(CN3CCN(c4ccccc4)CC3)nn2)cc1
ZINC000058568605,Cc1cc(C(=O)N2CCN(CC(=O)c3ccc(F)cc3)CC2)nn1-c1ccccc1
ZINC000101074651,CC(C)(C)NC1=NCCNC(c2ccc(F)cc2F)=C1
ZINC000101099158,Cc1ccc(C2=CC(NC(C)(C)C)=NCCN2)cc1
ZINC000103232395,O=[N+]([O-])c1ccc2c(c1)[C@H](O)[C@H](CCN1CCC(c3noc4cc(F)ccc34)CC1)CC2
ZINC000103232397,O=[N+]([O-])c1ccc2c(c1)[C@@H](O)[C@H](CCN1CCC(c3noc4cc(F)ccc34)CC1)CC2
ZINC000103232400,O=[N+]([O-])c1ccc2c(c1)[C@H](O)[C@@H](CCN1CCC(c3noc4cc(F)ccc34)CC1)CC2
ZINC000103232403,O=[N+]([O-])c1ccc2c(c1)[C@@H](O)[C@@H](CCN1CCC(c3noc4cc(F)ccc34)CC1)CC2
ZINC000114599226,O=S(=O)(NCCCCN1CCN(c2noc3ccccc23)CC1)c1cc2ccc(Cl)cc2s1
ZINC000114599775,O=S(=O)(NCCCN1CCN(c2nsc3ccccc23)CC1)c1cc2ccccc2s1
ZINC000299818688,O=C(NCCCCN1CCN(c2cccc(F)c2)CC1)c1cc2ccccc2cn1
ZINC000001893117,Cc1coc2cc(OCCCN3CCC(c4noc5cc(F)ccc45)CC3)ccc2c1=O
ZINC000043194092,O=C1NCc2ccc(OCCCN3CCN(c4cccc5cccc(F)c45)CC3)cc21
ZINC000064540938,O=C1NCc2ccc(OCCCCN3CCN(c4cccc5c4CCOC5)CC3)cc21
ZINC000064541035,O=C1NCc2ccc(OCCCN3CCN(c4cccc5c4COCC5)CC3)cc21
ZINC000013794004,COC1CCC(C(=O)OCC2=C[C@@H]3c4cccc5c4c(cn5C(C)C)C[C@H]3N(C)C2)CC1
ZINC000022941203,COc1ccc(Cc2c(N)nc(SCCN3CCN(Cc4ccccc4C)CC3)nc2N)cc1
ZINC000045367848,COc1ccccc1N1CCN(CCCN(CC2CCCCC2)S(=O)(=O)c2ccc3ccccc3c2)CC1
ZINC000064540135,O=C1NCc2ccc(OCCCCN3CCN(c4cccc5ccc(F)cc45)CC3)cc21
ZINC000000008760,O=C1Nc2cc(Cl)c(Cl)cc2N2CCNC[C@@H]12
ZINC000003966376,O=C1Nc2cc(Cl)c(Cl)cc2N2CCNC[C@H]12
ZINC000022941215,Nc1nc(SCCN2CCN(Cc3ccccc3Cl)CC2)nc(N)c1Cc1ccccc1Cl
ZINC000071318733,O=C1CCc2ccc(OCCCCN3CCN(c4ccc(F)c5ccccc45)CC3)nc2N1
ZINC000103268594,Cc1cccc(N2CCN(CCCCOc3ccc4c5c(c(=O)oc4c3)CCC5)CC2)c1C
ZINC000002580888,c1ccc(-c2[nH]c3ccccc3c2C2CCNCC2)cc1
ZINC000013475063,CN1CCN2c3c(O)cccc3Cc3ccccc3[C@@H]2C1
ZINC000013488022,Nc1ccccc1C(=O)CCCN1CC[C@@H]2[C@H](C1)c1cccc3c1N2CCO3
ZINC000013489973,CN(C)Cc1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12
ZINC000013493010,Cn1nncc1-c1ccc2c(c1)c(C1CCN(CCN3CCNC3=O)CC1)cn2-c1ccc(F)cc1
ZINC000013535389,Cc1c2n(c3ccccc13)CCNCC2
ZINC000013586850,C[C@H](N)Cn1ccc2cc(F)c(F)cc21
ZINC000013760529,COc1cccc2c1CCC[C@@H]2CCN1CCN(c2ccccc2)CC1
ZINC000013760530,COc1cccc2c1CCC[C@H]2CCN1CCN(c2ccccc2)CC1
ZINC000013775872,COc1ccc2c(c1)C(N1CCN(C)CC1)=Nc1ccccc1N2
ZINC000013793944,CC(C)n1cc2c3c(cccc31)C1=C[C@@H](COC(=O)C3CCCCC3)CN(C)[C@@H]1C2
ZINC000013809603,COc1cc(C[C@@H](C)N)c(OC)cc1CCCc1ccc(Cl)cc1
ZINC000013809605,COc1cc(C[C@H](C)N)c(OC)cc1CCCc1ccc(Cl)cc1
ZINC000013864184,COc1cc(CCCc2ccccc2)ccc1CCN
ZINC000022925262,CN1CCN([C@@H]2Cn3cccc3Sc3ccc(Br)cc32)CC1
ZINC000022925267,CN1CCN([C@H]2Cn3cccc3Sc3ccc(Br)cc32)CC1
ZINC000049046658,Cn1nccc1-c1cc(NC(=O)c2cccc(C(F)(F)F)c2)ccc1OCCN1CCC(F)(F)C1
ZINC000058615824,CN1CCN2c3c(O)cccc3Cc3ccccc3[C@H]2C1
ZINC000071329708,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(C(F)(F)F)c4Cl)CC3)nc2N1
ZINC000114599386,O=S(=O)(NCCCCN1CCN(c2nsc3ccccc23)CC1)c1ccc(Cl)c(Cl)c1
ZINC000114599692,O=S(=O)(NCCCN1CCN(c2nsc3ccccc23)CC1)c1cnc2ccccn12
ZINC000072105036,Cc1c(Cl)cccc1N1CCN(CCCNC(=O)c2nc(-c3ccccc3)n(-c3ccccc3)c2Cn2cncn2)CC1
ZINC000072105079,Cc1c(Cl)cccc1N1CCN(CCCNC(=O)c2nc(-c3ccccc3)n(-c3ccc(F)cc3)c2C)CC1
ZINC000101023300,O=C(CCCN1[C@H]2CC[C@H]1CC(O)(c1ccccc1)C2)c1ccc(F)cc1
ZINC000299821137,O=C(N[C@@H]1C[C@@H]2CC[C@H](C1)N2C[C@H]1CCCO1)c1ccc2ccccc2c1
ZINC000299821138,O=C(N[C@@H]1C[C@@H]2CC[C@H](C1)N2C[C@@H]1CCCO1)c1ccc2ccccc2c1
ZINC000003993836,CCC(=O)N(C1CCCCCCC1)C1CCN(CCCOc2ccc(F)cc2)CC1
ZINC000013473844,O=C(c1ccc(F)cc1)C1CCN(Cc2cccc(I)c2)CC1
ZINC000022941200,COc1ccc(Cc2c(N)nc(SCCN3CCN(Cc4ccc(C)cc4)CC3)nc2N)cc1
ZINC000043202519,CN(C)[C@@H]1CC[C@]2(Cc3ccccc3Cc3ccccc32)C1
ZINC000043202520,CN(C)[C@H]1CC[C@]2(Cc3ccccc3Cc3ccccc32)C1
ZINC000045385734,C[C@@H](CCN1CCN(c2ccccc2)CC1)NS(=O)(=O)c1ccc2ccccc2c1
ZINC000045385736,C[C@H](CCN1CCN(c2ccccc2)CC1)NS(=O)(=O)c1ccc2ccccc2c1
ZINC000049757409,Cn1ncc(Br)c1-c1cc(NC(=O)Nc2ccc(Cl)cc2)ccc1OCc1ccc(Cl)cc1
ZINC000064448979,C[C@]1(C(=O)O)CCN([C@@H]2CC[C@]3(Cc4ccccc4Cc4ccccc43)C2)C1
ZINC000064448981,C[C@@]1(C(=O)O)CCN([C@@H]2CC[C@]3(Cc4ccccc4Cc4ccccc43)C2)C1
ZINC000064526900,Cc1c(OCCCN2CCN(c3cccc4cc(F)ccc34)CC2)ccc2c1C(=O)NC2
ZINC000253918618,C[C@@]1(C(=O)O)CCN([C@H]2CC[C@]3(Cc4ccccc4Cc4ccccc43)C2)C1
ZINC000253918621,C[C@]1(C(=O)O)CCN([C@H]2CC[C@]3(Cc4ccccc4Cc4ccccc43)C2)C1
ZINC000000009128,CCc1cc2c(ccc3cnn(C[C@H](C)N)c32)o1
ZINC000001663892,CN1CCC(=C(c2ccccc2)c2ccccc2)CC1
ZINC000001714738,CN(C)CCCSc1ccccc1NC(=O)/C=C/c1ccccc1
ZINC000003804600,CN(CCCCN1CCN(c2nsc3ccccc23)CC1)C(=O)c1nsc2ccccc12
ZINC000013525285,COc1cc(Br)c2c3c1C[C@H](N)C[C@@H]3CO2
ZINC000013611468,CN(C)C[C@@H]1C[C@@H]2c3ccccc3Sc3ccc(F)cc3[C@H]2O1
ZINC000013737387,COc1ccc(CNCCc2cc(OC)c(Br)cc2OC)cc1
ZINC000013737390,COc1ccc2[nH]cc(CCNCCCCc3ccccc3)c2c1
ZINC000013737886,CN(CCCCN1CCC(c2noc3cc(F)ccc23)CC1)C(=O)c1nsc2ccccc12
ZINC000013808393,CN1CCN(c2nc(-c3ccoc3)cc(-c3ccco3)n2)CC1
ZINC000013835551,CN(C)CCc1c[nH]c2c(F)ccc(O)c12
ZINC000013864199,COc1ccc(CCCc2ccccc2)cc1C[C@@H](C)N
ZINC000013864200,COc1ccc(CCCc2ccccc2)cc1C[C@H](C)N
ZINC000027729185,CNCCCC1c2ccccc2Cc2ccccc21
ZINC000028523813,CN(C)C[C@@H]1C[C@H]2c3ccccc3Sc3ccc(F)cc3[C@H]2O1
ZINC000029126505,Fc1ccc(Cc2nc3c(c(-c4ccc(F)cc4)n2)CNCC3)cc1
ZINC000029126729,Fc1ccc(-c2nc(C3CCCC3)nc3c2CCNCC3)cc1
ZINC000049111167,COc1cc(OC2CCC(C)(C)CC2)c(F)cc1CNC(=O)[C@@H]1CCCN1
ZINC000064549009,O=C1NCc2cc(F)c(OCCCCN3CCN(c4cccc5ccccc45)CC3)cc21
ZINC000072104650,COc1ccc(-n2c(-c3ccccc3)nc(C(=O)NCCCN3CCN(c4cccc(Cl)c4Cl)CC3)c2C)cc1
ZINC000072105296,COc1ccccc1-n1c(C)nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3C)CC2)c1C
ZINC000095586109,Cc1ccc2c(c1Cl)C(=O)N[C@H]1CNC[C@H]21
ZINC000114599467,O=S(=O)(NCCCN1CCN(c2nsc3ccccc23)CC1)c1ccc2cc(Cl)ccc2c1
ZINC000114599943,O=S(=O)(NCCCCN1CCN(c2noc3ccccc23)CC1)c1cnc2ccccn12
ZINC000003825883,CNC[C@@H]1C[C@H]2c3ccccc3Cc3ccccc3N2O1
